Time,E,H,I,R,S
4.38844,176,1,83,39,9701
4.41081,177,1,83,39,9700
4.41896,176,1,84,39,9700
4.42065,175,1,85,39,9700
4.42206,174,1,86,39,9700
4.42833,175,1,86,39,9699
4.44091,175,1,85,40,9699
4.44114,174,1,86,40,9699
4.46623,175,1,86,40,9698
4.47375,174,1,87,40,9698
4.47644,175,1,87,40,9697
4.47814,176,1,87,40,9696
4.48433,177,1,87,40,9695
4.51056,176,1,88,40,9695
4.53114,176,1,87,41,9695
4.53286,176,1,86,42,9695
4.54425,176,1,85,43,9695
4.54488,177,1,85,43,9694
4.55555,178,1,85,43,9693
4.56372,177,1,86,43,9693
4.56414,177,1,85,44,9693
4.5732,178,1,85,44,9692
4.57706,178,1,84,45,9692
4.60236,179,1,84,45,9691
4.64457,180,1,84,45,9690
4.65222,179,1,85,45,9690
4.65676,179,1,84,46,9690
4.67424,180,1,84,46,9689
4.68124,181,1,84,46,9688
4.68174,180,1,85,46,9688
4.70729,181,1,85,46,9687
4.71206,182,1,85,46,9686
4.71228,182,1,84,47,9686
4.71264,183,1,84,47,9685
4.72292,184,1,84,47,9684
4.73131,183,1,85,47,9684
4.74732,184,1,85,47,9683
4.7496,183,1,86,47,9683
4.77656,184,1,86,47,9682
4.7902,185,1,86,47,9681
4.79401,186,1,86,47,9680
4.81461,185,1,87,47,9680
4.81804,184,1,88,47,9680
4.83432,185,1,88,47,9679
4.83675,186,1,88,47,9678
4.83769,187,1,88,47,9677
4.84007,188,1,88,47,9676
4.84731,189,1,88,47,9675
4.84965,190,1,88,47,9674
4.86056,190,1,87,48,9674
4.8729,191,1,87,48,9673
4.88862,192,1,87,48,9672
4.89605,193,1,87,48,9671
4.90837,194,1,87,48,9670
4.9174,193,1,88,48,9670
4.92149,192,1,89,48,9670
4.93071,193,1,89,48,9669
4.94907,193,1,88,49,9669
4.96156,193,1,87,50,9669
4.97468,192,1,88,50,9669
4.98028,191,1,89,50,9669
4.98739,190,1,90,50,9669
4.99224,191,1,90,50,9668
4.99431,192,1,90,50,9667
4.99652,192,1,89,51,9667
5.00973,193,1,89,51,9666
5.01764,194,1,89,51,9665
5.03708,194,1,88,52,9665
5.04946,193,1,89,52,9665
5.05409,193,1,88,53,9665
5.05773,193,1,87,54,9665
5.06817,192,1,88,54,9665
5.07326,191,1,89,54,9665
5.07682,192,1,89,54,9664
5.08049,191,1,90,54,9664
5.09126,190,1,91,54,9664
5.1165,189,1,92,54,9664
5.12579,190,1,92,54,9663
5.13155,191,1,92,54,9662
5.1365,190,1,93,54,9662
5.14385,191,1,93,54,9661
5.14957,190,1,94,54,9661
5.15493,189,1,95,54,9661
5.16983,189,1,94,55,9661
5.17017,188,1,95,55,9661
5.1791,189,1,95,55,9660
5.17969,190,1,95,55,9659
5.18365,189,1,96,55,9659
5.18398,190,1,96,55,9658
5.18654,191,1,96,55,9657
5.19817,191,1,95,56,9657
5.19904,191,1,94,57,9657
5.20553,190,1,95,57,9657
5.22526,190,1,94,58,9657
5.24616,191,1,94,58,9656
5.25348,190,1,95,58,9656
5.27544,191,1,95,58,9655
5.28502,190,1,96,58,9655
5.29119,191,1,96,58,9654
5.29784,191,1,95,59,9654
5.30787,192,1,95,59,9653
5.30928,191,1,96,59,9653
5.31844,191,1,95,60,9653
5.31926,192,1,95,60,9652
5.32285,191,1,96,60,9652
5.33124,192,1,96,60,9651
5.33372,193,1,96,60,9650
5.33553,193,1,95,61,9650
5.3435,192,1,96,61,9650
5.3519,193,1,96,61,9649
5.35454,194,1,96,61,9648
5.35589,195,1,96,61,9647
5.3565,194,1,97,61,9647
5.3616,193,1,98,61,9647
5.36729,192,1,99,61,9647
5.37989,191,1,100,61,9647
5.3845,191,1,99,62,9647
5.39488,190,1,100,62,9647
5.39778,190,1,99,63,9647
5.39866,190,1,98,64,9647
5.40188,189,1,99,64,9647
5.40789,190,1,99,64,9646
5.41462,189,1,100,64,9646
5.42181,190,1,100,64,9645
5.42447,189,1,101,64,9645
5.42615,190,1,101,64,9644
5.42749,190,1,100,65,9644
5.43773,190,1,99,66,9644
5.4554,191,1,99,66,9643
5.47519,191,1,98,67,9643
5.48451,191,1,97,68,9643
5.49511,190,1,98,68,9643
5.49535,191,1,98,68,9642
5.50317,192,1,98,68,9641
5.50532,192,1,97,69,9641
5.51359,193,1,97,69,9640
5.52887,193,1,96,70,9640
5.55063,193,1,95,71,9640
5.55656,193,1,94,72,9640
5.55678,194,1,94,72,9639
5.56409,195,1,94,72,9638
5.57459,195,1,93,73,9638
5.58438,194,1,94,73,9638
5.59099,195,1,94,73,9637
5.60128,196,1,94,73,9636
5.60468,195,1,95,73,9636
5.60946,195,1,94,74,9636
5.6181,194,1,95,74,9636
5.62876,193,1,96,74,9636
5.65149,192,1,97,74,9636
5.65768,193,1,97,74,9635
5.67921,192,1,98,74,9635
5.68336,191,1,99,74,9635
5.68933,192,1,99,74,9634
5.69231,191,1,100,74,9634
5.69904,190,1,101,74,9634
5.70377,190,1,100,75,9634
5.70649,189,1,101,75,9634
5.73138,189,1,100,76,9634
5.73143,189,1,99,77,9634
5.73212,188,1,100,77,9634
5.74225,189,1,100,77,9633
5.74321,188,1,101,77,9633
5.74341,187,1,102,77,9633
5.74806,187,1,101,78,9633
5.75224,187,1,100,79,9633
5.75447,187,1,99,80,9633
5.76574,188,1,99,80,9632
5.77277,187,1,100,80,9632
5.77913,186,1,101,80,9632
5.7798,187,1,101,80,9631
5.78545,187,1,100,81,9631
5.78695,188,1,100,81,9630
5.79571,188,1,99,82,9630
5.79695,189,1,99,82,9629
5.81026,190,1,99,82,9628
5.83478,189,1,100,82,9628
5.83651,188,1,101,82,9628
5.8398,189,1,101,82,9627
5.84575,189,1,100,83,9627
5.85998,188,1,101,83,9627
5.86226,188,1,100,84,9627
5.87508,189,1,100,84,9626
5.87539,188,1,101,84,9626
5.87904,189,1,101,84,9625
5.89365,188,1,102,84,9625
5.89713,189,1,102,84,9624
5.91163,189,1,101,85,9624
5.91644,189,1,100,86,9624
5.91754,189,1,99,87,9624
5.92301,188,1,100,87,9624
5.92681,189,1,100,87,9623
5.93024,188,1,101,87,9623
5.94468,189,1,101,87,9622
5.94806,188,1,102,87,9622
5.94943,188,1,101,88,9622
5.95702,187,1,102,88,9622
5.95849,188,1,102,88,9621
5.95976,188,1,101,89,9621
5.96232,189,1,101,89,9620
5.97079,190,1,101,89,9619
5.97731,191,1,101,89,9618
5.98243,192,1,101,89,9617
6.00901,191,1,102,89,9617
6.03245,190,1,103,89,9617
6.05949,189,1,104,89,9617
6.0629,188,1,105,89,9617
6.07402,188,1,104,90,9617
6.07706,188,1,103,91,9617
6.09141,189,1,103,91,9616
6.09152,188,1,104,91,9616
6.11273,189,1,104,91,9615
6.11837,189,1,103,92,9615
6.11895,188,1,104,92,9615
6.12378,188,1,103,93,9615
6.12823,189,1,103,93,9614
6.13613,189,1,102,94,9614
6.13983,189,1,101,95,9614
6.13991,188,1,102,95,9614
6.15024,187,1,103,95,9614
6.16021,187,1,102,96,9614
6.16057,187,1,101,97,9614
6.17078,188,1,101,97,9613
6.18542,187,1,102,97,9613
6.1902,186,1,103,97,9613
6.19241,187,1,103,97,9612
6.1983,188,1,103,97,9611
6.20755,188,1,102,98,9611
6.21037,187,1,103,98,9611
6.21167,186,1,104,98,9611
6.21685,187,1,104,98,9610
6.21828,187,1,103,99,9610
6.22023,188,1,103,99,9609
6.23631,187,1,104,99,9609
6.27797,187,1,103,100,9609
6.27895,188,1,103,100,9608
6.28244,188,1,102,101,9608
6.29591,188,1,101,102,9608
6.29863,189,1,101,102,9607
6.31492,190,1,101,102,9606
6.3275,191,1,101,102,9605
6.3283,192,1,101,102,9604
6.33145,191,1,102,102,9604
6.33327,190,1,103,102,9604
6.33544,189,1,104,102,9604
6.34478,190,1,104,102,9603
6.34866,189,1,105,102,9603
6.35217,190,1,105,102,9602
6.35411,191,1,105,102,9601
6.36197,190,1,106,102,9601
6.37072,190,1,105,103,9601
6.38643,191,1,105,103,9600
6.39005,190,1,106,103,9600
6.39368,191,1,106,103,9599
6.41066,190,1,107,103,9599
6.41808,190,1,106,104,9599
6.42759,191,1,106,104,9598
6.43961,192,1,106,104,9597
6.43974,191,1,107,104,9597
6.44472,191,1,106,105,9597
6.44686,192,1,106,105,9596
6.45563,191,1,107,105,9596
6.46215,191,1,106,106,9596
6.46374,191,1,105,107,9596
6.46399,190,1,106,107,9596
6.47861,191,1,106,107,9595
6.48124,192,1,106,107,9594
6.48132,191,1,107,107,9594
6.48815,192,1,107,107,9593
6.48836,192,1,106,108,9593
6.49542,192,1,105,109,9593
6.52148,193,1,105,109,9592
6.52732,194,1,105,109,9591
6.55422,195,1,105,109,9590
6.56676,194,1,106,109,9590
6.57682,194,1,105,110,9590
6.58665,195,1,105,110,9589
6.59482,196,1,105,110,9588
6.60401,195,1,106,110,9588
6.60572,196,1,106,110,9587
6.60898,197,1,106,110,9586
6.61341,196,1,107,110,9586
6.61494,197,1,107,110,9585
6.62523,197,1,106,111,9585
6.63693,196,1,107,111,9585
6.63895,197,1,107,111,9584
6.64699,198,1,107,111,9583
6.66861,199,1,107,111,9582
6.66868,199,1,106,112,9582
6.67466,198,1,107,112,9582
6.67509,198,1,106,113,9582
6.67669,199,1,106,113,9581
6.69088,198,1,107,113,9581
6.70847,199,1,107,113,9580
6.7107,198,1,108,113,9580
6.71978,199,1,108,113,9579
6.72022,199,1,107,114,9579
6.72181,200,1,107,114,9578
6.73014,201,1,107,114,9577
6.73287,202,1,107,114,9576
6.73982,201,1,108,114,9576
6.7517,201,1,107,115,9576
6.76266,200,1,108,115,9576
6.77366,201,1,108,115,9575
6.77719,202,1,108,115,9574
6.77932,203,1,108,115,9573
6.78146,204,1,108,115,9572
6.78218,203,1,109,115,9572
6.78242,202,1,110,115,9572
6.78503,202,1,109,116,9572
6.79001,201,1,110,116,9572
6.79591,202,1,110,116,9571
6.80855,201,1,111,116,9571
6.82715,200,1,112,116,9571
6.83188,200,1,111,117,9571
6.83554,200,1,110,118,9571
6.83995,200,1,109,119,9571
6.84919,200,1,108,120,9571
6.85228,201,1,108,120,9570
6.85718,202,1,108,120,9569
6.86405,203,1,108,120,9568
6.87357,204,1,108,120,9567
6.87405,205,1,108,120,9566
6.89627,204,1,109,120,9566
6.90091,203,1,110,120,9566
6.90509,202,1,111,120,9566
6.91543,201,1,112,120,9566
6.91739,202,1,112,120,9565
6.91965,203,1,112,120,9564
6.93151,204,1,112,120,9563
6.93186,205,1,112,120,9562
6.93455,204,1,113,120,9562
6.93691,204,1,112,121,9562
6.93711,204,1,111,122,9562
6.94154,205,1,111,122,9561
6.94543,206,1,111,122,9560
6.94673,207,1,111,122,9559
6.95429,208,1,111,122,9558
6.96176,209,1,111,122,9557
6.96584,208,1,112,122,9557
6.97021,207,1,113,122,9557
6.97336,206,1,114,122,9557
6.98065,207,1,114,122,9556
6.98289,208,1,114,122,9555
6.99136,209,1,114,122,9554
7.00043,208,1,115,122,9554
7.00587,209,1,115,122,9553
7.02055,208,1,116,122,9553
7.04426,207,1,117,122,9553
7.05431,208,1,117,122,9552
7.05892,209,1,117,122,9551
7.06412,209,1,116,123,9551
7.06671,209,1,115,124,9551
7.06913,209,1,114,125,9551
7.07346,208,1,115,125,9551
7.07466,207,1,116,125,9551
7.08314,208,1,116,125,9550
7.08582,207,1,117,125,9550
7.10283,208,1,117,125,9549
7.10598,207,1,118,125,9549
7.10822,208,1,118,125,9548
7.12282,207,1,119,125,9548
7.12384,207,1,118,126,9548
7.12788,208,1,118,126,9547
7.13415,209,1,118,126,9546
7.15216,208,1,119,126,9546
7.15634,209,1,119,126,9545
7.16313,209,1,118,127,9545
7.16629,210,1,118,127,9544
7.16739,210,1,117,128,9544
7.18534,209,1,118,128,9544
7.19098,210,1,118,128,9543
7.19359,211,1,118,128,9542
7.19488,212,1,118,128,9541
7.19547,213,1,118,128,9540
7.20024,213,1,117,129,9540
7.20685,212,1,118,129,9540
7.20869,213,1,118,129,9539
7.21124,214,1,118,129,9538
7.21443,215,1,118,129,9537
7.21932,216,1,118,129,9536
7.2345,217,1,118,129,9535
7.24493,216,1,119,129,9535
7.24703,217,1,119,129,9534
7.24792,218,1,119,129,9533
7.25075,218,1,118,130,9533
7.2517,218,1,117,131,9533
7.2577,217,1,118,131,9533
7.26456,218,1,118,131,9532
7.26509,219,1,118,131,9531
7.26681,219,1,117,132,9531
7.2759,220,1,117,132,9530
7.28954,220,1,116,133,9530
7.29506,220,1,115,134,9530
7.29569,220,1,114,135,9530
7.30618,221,1,114,135,9529
7.31072,221,1,113,136,9529
7.32217,222,1,113,136,9528
7.32618,221,1,114,136,9528
7.32999,222,1,114,136,9527
7.34787,223,1,114,136,9526
7.35645,224,1,114,136,9525
7.36358,225,1,114,136,9524
7.36705,225,1,113,137,9524
7.38198,224,1,114,137,9524
7.38402,224,1,113,138,9524
7.38928,223,1,114,138,9524
7.40211,222,1,115,138,9524
7.40919,221,1,116,138,9524
7.41188,221,1,115,139,9524
7.41207,221,1,114,140,9524
7.44623,222,1,114,140,9523
7.44707,222,1,113,141,9523
7.45118,223,1,113,141,9522
7.46155,223,1,112,142,9522
7.46175,222,1,113,142,9522
7.4659,223,1,113,142,9521
7.46816,224,1,113,142,9520
7.47881,225,1,113,142,9519
7.50852,226,1,113,142,9518
7.52371,227,1,113,142,9517
7.52566,226,1,114,142,9517
7.53306,225,1,115,142,9517
7.53602,224,1,116,142,9517
7.53888,225,1,116,142,9516
7.54226,225,1,115,143,9516
7.54256,226,1,115,143,9515
7.54697,226,1,114,144,9515
7.54988,227,1,114,144,9514
7.55635,228,1,114,144,9513
7.55747,228,1,113,145,9513
7.5638,229,1,113,145,9512
7.56513,229,1,112,146,9512
7.5713,228,1,113,146,9512
7.57184,227,1,114,146,9512
7.58746,227,1,113,147,9512
7.60277,228,1,113,147,9511
7.60359,227,1,114,147,9511
7.61757,228,1,114,147,9510
7.61961,227,1,115,147,9510
7.62521,228,1,115,147,9509
7.62553,229,1,115,147,9508
7.62689,230,1,115,147,9507
7.63126,230,1,114,148,9507
7.63502,231,1,114,148,9506
7.63527,232,1,114,148,9505
7.63595,233,1,114,148,9504
7.64017,232,1,115,148,9504
7.64158,231,1,116,148,9504
7.64191,231,1,115,149,9504
7.66636,230,1,116,149,9504
7.66724,231,1,116,149,9503
7.68005,232,1,116,149,9502
7.68117,232,1,115,150,9502
7.68706,233,1,115,150,9501
7.69491,233,1,114,151,9501
7.69737,234,1,114,151,9500
7.70037,235,1,114,151,9499
7.70966,235,1,113,152,9499
7.71618,236,1,113,152,9498
7.72138,237,1,113,152,9497
7.72869,238,1,113,152,9496
7.7333,239,1,113,152,9495
7.73456,240,1,113,152,9494
7.73524,240,1,112,153,9494
7.73558,241,1,112,153,9493
7.74056,241,1,111,154,9493
7.74093,242,1,111,154,9492
7.74203,243,1,111,154,9491
7.74382,242,1,112,154,9491
7.75025,243,1,112,154,9490
7.75298,243,1,111,155,9490
7.7571,243,1,110,156,9490
7.7628,244,1,110,156,9489
7.76524,243,1,111,156,9489
7.77191,242,1,112,156,9489
7.77444,243,1,112,156,9488
7.78402,242,1,113,156,9488
7.78549,243,1,113,156,9487
